Source,Target,Type,Id,Label,Weight
709355,1454249,Undirected,638,,1
709355,1472303,Undirected,639,,1
709355,2849631,Undirected,640,,1
709355,1521653,Undirected,641,,1
709355,1926068,Undirected,642,,1
709355,1038517,Undirected,643,,1
1454249,1472303,Undirected,644,,1
1454249,6350800,Undirected,645,,1
6344338,7984176,Undirected,646,,1
6344338,900711,Undirected,647,,1
6344338,6881009,Undirected,648,,1
7984176,900711,Undirected,649,,1
7984176,6881009,Undirected,650,,1
900711,6881009,Undirected,651,,1
7004015,7139040,Undirected,652,,1
7004015,783551,Undirected,653,,1
7004015,1925212,Undirected,654,,1
7004015,1018552,Undirected,655,,1
7139040,783551,Undirected,656,,1
7139040,1925212,Undirected,657,,1
7139040,1018552,Undirected,658,,1
783551,1925212,Undirected,659,,1
783551,1018552,Undirected,660,,1
1925212,1018552,Undirected,661,,1
3872414,4403381,Undirected,662,,1
3872414,2849631,Undirected,663,,1
3872414,3808415,Undirected,664,,1
3872414,6709453,Undirected,665,,1
4403381,2849631,Undirected,666,,1
4403381,3808415,Undirected,667,,1
4403381,6709453,Undirected,668,,1
2849631,3808415,Undirected,669,,1
2849631,6709453,Undirected,670,,1
2849631,1521653,Undirected,671,,1
2849631,1926068,Undirected,672,,1
2849631,1038517,Undirected,673,,1
3808415,6709453,Undirected,674,,1
3065972,1048481,Undirected,675,,1
3065972,437248,Undirected,676,,1
3065972,805089,Undirected,677,,1
1048481,437248,Undirected,678,,1
1048481,805089,Undirected,679,,1
437248,805089,Undirected,680,,1
542230,1007381,Undirected,681,,1
542230,412859,Undirected,682,,1
1007381,412859,Undirected,683,,1
1300047,1281017,Undirected,684,,1
1300047,1083417,Undirected,685,,1
1281017,1083417,Undirected,686,,1
1083417,1986208,Undirected,687,,1
1083417,3244099,Undirected,688,,1
1083417,1077699,Undirected,689,,1
2806838,1586081,Undirected,690,,1
2806838,158793,Undirected,691,,1
2806838,3569497,Undirected,692,,1
2806838,263407,Undirected,693,,1
1586081,158793,Undirected,694,,1
1586081,3569497,Undirected,695,,1
1586081,263407,Undirected,696,,1
158793,3569497,Undirected,697,,1
158793,263407,Undirected,698,,1
3569497,263407,Undirected,699,,1
8134409,5947739,Undirected,700,,1
8134409,1656489,Undirected,701,,1
8134409,2380478,Undirected,702,,1
5947739,1656489,Undirected,703,,1
5947739,2380478,Undirected,704,,1
1656489,2380478,Undirected,705,,1
2380478,1944298,Undirected,706,,1
2380478,4520938,Undirected,707,,1
1803490,1043365,Undirected,708,,1
1803490,8568658,Undirected,709,,1
1803490,6318215,Undirected,710,,1
1803490,757670,Undirected,711,,1
1043365,8568658,Undirected,712,,1
1043365,6318215,Undirected,713,,1
1043365,757670,Undirected,714,,1
1043365,3990124,Undirected,715,,1
1043365,1706762,Undirected,716,,1
1043365,1469137,Undirected,717,,1
8568658,6318215,Undirected,718,,1
8568658,757670,Undirected,719,,1
6318215,757670,Undirected,720,,1
1319122,933919,Undirected,721,,1
1319122,1445499,Undirected,722,,1
1319122,7128876,Undirected,723,,1
933919,1445499,Undirected,724,,1
933919,7128876,Undirected,725,,1
1445499,7128876,Undirected,726,,1
3990124,1706762,Undirected,727,,1
3990124,1469137,Undirected,728,,1
1706762,1469137,Undirected,729,,1
6057472,2512658,Undirected,730,,1
1986208,3244099,Undirected,731,,1
1986208,1077699,Undirected,732,,1
3244099,1077699,Undirected,733,,1
1077699,10870429,Undirected,734,,1
1077699,1516399,Undirected,735,,1
1077699,1208755,Undirected,736,,1
1077699,4242448,Undirected,737,,1
512651,1161897,Undirected,738,,1
512651,1001616,Undirected,739,,1
512651,1299262,Undirected,740,,1
1161897,1001616,Undirected,741,,1
1161897,1299262,Undirected,742,,1
1001616,1299262,Undirected,743,,1
1299262,1099003,Undirected,744,,1
1299262,6301641,Undirected,745,,1
1176913,427612,Undirected,746,,1
1176913,1039595,Undirected,747,,1
1176913,3303307,Undirected,748,,1
427612,1039595,Undirected,749,,1
427612,3303307,Undirected,750,,1
1039595,3303307,Undirected,751,,1
1666274,4001071,Undirected,752,,1
1666274,738059,Undirected,753,,1
1666274,7515409,Undirected,754,,1
4001071,738059,Undirected,755,,1
4001071,7515409,Undirected,756,,1
738059,7515409,Undirected,757,,1
545740,1521653,Undirected,758,,1
1521653,1926068,Undirected,759,,1
1521653,1038517,Undirected,760,,1
7400804,429730,Undirected,761,,1
7400804,7323189,Undirected,762,,1
429730,7323189,Undirected,763,,1
1926068,1038517,Undirected,764,,1
1099003,6301641,Undirected,765,,1
10870429,1516399,Undirected,766,,1
10870429,1208755,Undirected,767,,1
10870429,4242448,Undirected,768,,1
1516399,1208755,Undirected,769,,1
1516399,4242448,Undirected,770,,1
1208755,4242448,Undirected,771,,1
1944298,4520938,Undirected,772,,1
